# HOMER Peaks
# Peak finding parameters:
# tag directory = IP_rep1_tags
#
# total peaks = 11103
# peak size = 300
# peaks found using tags on both strands
# minimum distance between peaks = 200
# fragment length = 160
# genome size = 2000000000
# Total tags = 25256038.0
# Total tags in peaks = 1060916.0
# Approximate IP efficiency = 4.20%
# tags per bp = 0.001100
# expected tags per peak = 0.330
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 6.331788e-08
# FDR tag threshold = 7.0
# number of putative peaks = 13440
#
# input tag directory = INPUT_rep1_tags
# Fold over input required = 1.50
# Poisson p-value over input required = 1.00e-03
# Putative peaks filtered by input = 2187
#
# size of region used for local filtering = 10000
# Fold over local region required = 1.50
# Poisson p-value over local region required = 1.00e-03
# Putative peaks filtered by local signal = 143
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 7
#
# cmd = findPeaks IP_rep1_tags -style factor -F 1.5 -P 0.001 -L 1.5 -LP 0.001 -minDist 200 -size 300 -inputSize 600 -i INPUT_rep1_tags -o IP_rep1_vs_INPUT_rep1_peaks.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags (normalized to Control Experiment)	Control Tags	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr12-186	chr12	96467663	96467963	+	16.6	0.977	9.000000	37.2	6.0	6.19	1.32e-17	12.46	3.89e-31	0.33
chr12-46	chr12	102789637	102789937	+	16.6	0.840	14.000000	37.2	3.0	12.38	1.77e-27	50.30	1.59e-55	0.23
chr13-134	chr13	46105796	46106096	+	16.6	0.977	7.000000	37.2	7.0	5.31	1.51e-15	30.86	7.85e-47	0.43
chr13-52	chr13	50427495	50427795	+	16.6	0.977	9.000000	37.2	3.0	12.38	1.77e-27	9.24	3.53e-26	0.33
chr13-28	chr13	70167603	70167903	+	16.6	0.977	11.000000	37.2	2.0	18.58	1.43e-33	18.11	1.65e-37	0.27
chr14-144	chr14	33781373	33781673	+	16.6	0.977	9.000000	37.2	6.0	6.19	1.32e-17	19.68	5.94e-39	0.33
chr14-329	chr14	49613222	49613522	+	16.6	0.741	7.000000	37.2	3.0	12.38	1.77e-27	12.81	1.32e-31	0.50
chr14-337	chr14	53153024	53153324	+	16.6	0.469	7.000000	37.2	5.0	7.43	4.10e-20	5.39	1.02e-17	0.60
chr14-359	chr14	64685260	64685560	+	16.6	0.700	7.000000	37.2	5.0	7.43	4.10e-20	9.37	2.11e-26	0.50
chr14-226	chr14	65309139	65309439	+	16.6	0.977	8.000000	37.2	7.0	5.31	1.51e-15	8.33	1.67e-24	0.37
chr14-67	chr14	76222818	76223118	+	16.6	0.831	12.000000	37.2	2.0	18.58	1.43e-33	12.46	3.89e-31	0.33
chr14-408	chr14	91085026	91085326	+	16.6	0.817	7.000000	37.2	4.0	9.29	2.81e-23	18.35	9.65e-38	0.60
chr15-293	chr15	34583485	34583785	+	16.6	0.875	7.000000	37.2	2.0	18.58	1.43e-33	7.00	9.86e-22	0.50
chr15-294	chr15	36457432	36457732	+	16.6	0.977	7.000000	37.2	0.5	74.31	3.21e-55	33.12	4.43e-48	0.43
chr15-98	chr15	43111818	43112118	+	16.6	0.977	10.000000	37.2	1.0	37.15	2.75e-44	14.15	2.78e-33	0.33
chr15-37	chr15	50922011	50922311	+	16.6	0.977	15.000000	37.2	11.0	3.38	5.78e-10	5.61	2.51e-18	0.20
chr15-220	chr15	60410242	60410542	+	16.6	0.982	8.000000	37.2	6.0	6.19	1.32e-17	19.97	3.32e-39	0.43
chr15-363	chr15	69406747	69407047	+	16.6	0.724	7.000000	37.2	1.0	37.15	2.75e-44	8.49	8.39e-25	0.50
chr15-236	chr15	72691897	72692197	+	16.6	0.981	8.000000	37.2	4.0	9.29	2.81e-23	6.09	1.43e-19	0.50
chr15-251	chr15	79922829	79923129	+	16.6	0.907	8.000000	37.2	8.0	4.64	8.00e-14	7.72	2.84e-23	0.37
chr15-395	chr15	80698113	80698413	+	16.6	0.537	7.000000	37.2	14.0	2.65	2.42e-07	14.45	1.22e-33	0.50
chr15-431	chr15	90843934	90844234	+	16.6	0.645	7.000000	37.2	10.0	3.72	4.46e-11	6.62	7.18e-21	0.50
chr15-281	chr15	99084916	99085216	+	16.6	0.942	8.000000	37.2	6.0	6.19	1.32e-17	20.27	1.84e-39	0.43
chr16-487	chr16	3457969	3458269	+	16.6	0.547	7.000000	37.2	1.0	37.15	2.75e-44	5.63	2.17e-18	0.50
chr16-245	chr16	18971974	18972274	+	16.6	0.925	9.000000	37.2	6.0	6.19	1.32e-17	8.54	6.65e-25	0.37
chr16-568	chr16	29925952	29926252	+	16.6	0.592	7.000000	37.2	6.0	6.19	1.32e-17	6.41	2.38e-20	0.43
chr16-607	chr16	67906816	67907116	+	16.6	0.646	7.000000	37.2	3.0	12.38	1.77e-27	9.77	4.29e-27	0.50
chr17-1105	chr17	50716435	50716735	+	16.6	0.907	8.000000	37.2	3.0	12.38	1.77e-27	4.54	3.26e-15	0.37
chr17-851	chr17	56593850	56594150	+	16.6	0.660	9.000000	37.2	6.0	6.19	1.32e-17	4.08	1.08e-13	0.33
chr17-923	chr17	60551529	60551829	+	16.6	0.814	9.000000	37.2	17.0	2.19	1.80e-05	1.85	1.88e-04	0.33
chr17-1383	chr17	67819467	67819767	+	16.6	0.984	8.000000	37.2	8.0	4.64	8.00e-14	8.18	3.29e-24	0.43
chr17-1384	chr17	67843974	67844274	+	16.6	0.977	8.000000	37.2	5.0	7.43	4.10e-20	10.45	3.38e-28	0.37
chr17-1051	chr17	68035250	68035550	+	16.6	0.742	9.000000	37.2	4.0	9.29	2.81e-23	5.05	9.47e-17	0.37
chr17-1406	chr17	81343153	81343453	+	16.6	0.763	8.000000	37.2	7.0	5.31	1.51e-15	4.45	6.28e-15	0.43
chr19-104	chr19	2900205	2900505	+	16.6	0.824	9.000000	37.2	2.0	18.58	1.43e-33	20.58	1.01e-39	0.37
chr19-291	chr19	16490119	16490419	+	16.6	0.727	7.000000	37.2	2.0	18.58	1.43e-33	5.54	3.85e-18	0.60
chr19-297	chr19	18088902	18089202	+	16.6	0.977	7.000000	37.2	3.0	12.38	1.77e-27	19.13	1.86e-38	0.43
chr19-126	chr19	35682940	35683240	+	16.6	0.977	9.000000	37.2	3.0	12.38	1.77e-27	13.58	1.37e-32	0.33
chr19-202	chr19	41353955	41354255	+	16.6	0.714	8.000000	37.2	2.0	18.58	1.43e-33	8.38	1.33e-24	0.43
chr20-2009	chr20	406562	406862	+	16.6	0.977	7.000000	37.2	1.0	37.15	2.75e-44	5.78	9.02e-19	0.43
chr20-1559	chr20	56671482	56671782	+	16.6	0.913	9.000000	37.2	12.0	3.10	5.52e-09	5.30	1.75e-17	0.37
chr20-2500	chr20	63249148	63249448	+	16.6	0.983	7.000000	37.2	6.0	6.19	1.32e-17	8.08	5.12e-24	0.50
chr22-64	chr22	16523281	16523581	+	16.6	0.968	7.000000	37.2	1.0	37.15	2.75e-44	24.69	6.62e-43	0.50
chrX-52	chrX	118507270	118507570	+	16.6	0.980	9.000000	37.2	1.0	37.15	2.75e-44	10.53	2.52e-28	0.37
chrX-126	chrX	123837152	123837452	+	16.6	0.977	7.000000	37.2	5.0	7.43	4.10e-20	11.71	4.30e-30	0.43
chrX-57	chrX	143060233	143060533	+	16.6	0.977	9.000000	37.2	2.0	18.58	1.43e-33	35.74	1.99e-49	0.33
chr1-583	chr1	10900085	10900385	+	16.2	0.817	7.000000	36.3	3.0	12.09	2.19e-26	5.12	1.37e-16	0.43
chr1-288	chr1	16002817	16003117	+	16.2	0.976	9.000000	36.3	1.0	36.27	1.02e-42	13.53	8.64e-32	0.33
chr1-671	chr1	57151844	57152144	+	16.2	0.854	7.000000	36.3	1.0	36.27	1.02e-42	110.47	4.63e-68	0.43
chr1-680	chr1	83999307	83999607	+	16.2	0.985	7.000000	36.3	8.0	4.53	3.73e-13	38.99	8.41e-50	0.43
chr1-331	chr1	117358162	117358462	+	16.2	0.976	9.000000	36.3	9.0	4.03	9.85e-12	11.23	9.58e-29	0.33
chr1-767	chr1	145728432	145728732	+	16.2	0.976	7.000000	36.3	8.0	4.53	3.73e-13	50.99	1.76e-54	0.43
chr1-841	chr1	174232149	174232449	+	16.2	0.952	7.000000	36.3	10.0	3.63	1.67e-10	15.06	1.41e-33	0.50
chr1-540	chr1	203551135	203551435	+	16.2	0.976	8.000000	36.3	9.0	4.03	9.85e-12	9.08	2.55e-25	0.37
chr1-371	chr1	215497209	215497509	+	16.2	0.976	9.000000	36.3	8.0	4.53	3.73e-13	19.21	1.17e-37	0.33
chr2-373	chr2	1656897	1657197	+	16.2	0.977	7.000000	36.3	2.0	18.13	2.64e-32	9.82	1.43e-26	0.50
chr2-381	chr2	10458850	10459150	+	16.2	0.930	7.000000	36.3	7.0	5.18	8.01e-15	3.01	1.66e-09	0.50
chr2-182	chr2	33086975	33087275	+	16.2	0.976	9.000000	36.3	3.0	12.09	2.19e-26	21.38	1.80e-39	0.33
chr2-75	chr2	70193897	70194197	+	16.2	0.690	12.000000	36.3	4.0	9.07	2.61e-22	5.08	1.77e-16	0.25
chr2-466	chr2	85818528	85818828	+	16.2	0.976	7.000000	36.3	7.0	5.18	8.01e-15	23.67	3.32e-41	0.43
chr2-222	chr2	171497059	171497359	+	16.2	0.976	9.000000	36.3	4.0	9.07	2.61e-22	20.71	6.23e-39	0.33
chr2-354	chr2	207769754	207770054	+	16.2	0.770	8.000000	36.3	1.0	36.27	1.02e-42	6.00	6.43e-19	0.43
chr2-229	chr2	207770120	207770420	+	16.2	0.780	9.000000	36.3	5.0	7.25	3.05e-19	6.47	4.78e-20	0.43
chr2-368	chr2	241060061	241060361	+	16.2	0.976	8.000000	36.3	4.0	9.07	2.61e-22	15.97	1.49e-34	0.37
chr3-604	chr3	11224378	11224678	+	16.2	0.649	7.000000	36.3	9.0	4.03	9.85e-12	5.48	1.41e-17	0.50
chr3-664	chr3	50966330	50966630	+	16.2	0.976	7.000000	36.3	1.0	36.27	1.02e-42	29.46	5.91e-45	0.43
chr3-813	chr3	102163006	102163306	+	16.2	0.626	7.000000	36.3	8.0	4.53	3.73e-13	7.66	1.19e-22	0.60
chr3-536	chr3	134327611	134327911	+	16.2	0.571	8.000000	36.3	3.0	12.09	2.19e-26	6.80	8.30e-21	0.37
chr3-882	chr3	150111203	150111503	+	16.2	0.976	7.000000	36.3	5.0	7.25	3.05e-19	10.44	1.49e-27	0.43
chr3-884	chr3	150459642	150459942	+	16.2	0.976	7.000000	36.3	2.0	18.13	2.64e-32	14.57	5.11e-33	0.43
chr3-907	chr3	171477116	171477416	+	16.2	0.986	7.000000	36.3	1.0	36.27	1.02e-42	7.75	7.84e-23	0.60
chr3-564	chr3	176427717	176428017	+	16.2	0.976	8.000000	36.3	6.0	6.04	8.20e-17	9.40	7.10e-26	0.37
chr3-930	chr3	194070794	194071094	+	16.2	0.700	7.000000	36.3	5.0	7.25	3.05e-19	4.14	1.28e-13	0.50
chr4-134	chr4	25625704	25626004	+	16.2	0.976	7.000000	36.3	2.0	18.13	2.64e-32	10.61	8.24e-28	0.43
chr4-29	chr4	67583694	67583994	+	16.2	0.738	11.000000	36.3	2.0	18.13	2.64e-32	10.04	6.23e-27	0.30
chr5-154	chr5	31806822	31807122	+	16.2	0.980	8.000000	36.3	3.0	12.09	2.19e-26	9.54	4.20e-26	0.50
chr5-173	chr5	80526373	80526673	+	16.2	0.976	8.000000	36.3	3.0	12.09	2.19e-26	165.71	3.16e-75	0.37
chr5-83	chr5	93224891	93225191	+	16.2	0.976	10.000000	36.3	3.0	12.09	2.19e-26	40.17	2.55e-50	0.30
chr5-184	chr5	134067306	134067606	+	16.2	0.872	8.000000	36.3	1.0	36.27	1.02e-42	12.63	1.18e-30	0.43
chr6-60	chr6	18031421	18031721	+	16.2	0.976	11.000000	36.3	2.0	18.13	2.64e-32	6.17	2.49e-19	0.27
chr6-176	chr6	31663119	31663419	+	16.2	0.976	8.000000	36.3	3.0	12.09	2.19e-26	2.23	3.72e-06	0.37
chr6-182	chr6	34545102	34545402	+	16.2	0.929	8.000000	36.3	10.0	3.63	1.67e-10	4.86	7.81e-16	0.37
chr6-375	chr6	139001442	139001742	+	16.2	0.976	7.000000	36.3	2.0	18.13	2.64e-32	20.39	1.14e-38	0.43
chr6-150	chr6	154733239	154733539	+	16.2	0.547	9.000000	36.3	5.0	7.25	3.05e-19	3.78	2.25e-12	0.43
chr7-426	chr7	74000302	74000602	+	16.2	0.825	7.000000	36.3	0.5	72.54	2.37e-53	4.42	1.66e-14	0.60
chr7-290	chr7	96107704	96108004	+	16.2	0.976	8.000000	36.3	4.0	9.07	2.61e-22	23.67	3.32e-41	0.37
chr7-137	chr7	99384701	99385001	+	16.2	0.881	10.000000	36.3	7.0	5.18	8.01e-15	3.80	1.89e-12	0.30
chr7-588	chr7	156159705	156160005	+	16.2	0.983	7.000000	36.3	4.0	9.07	2.61e-22	6.60	2.40e-20	0.50
chr8-358	chr8	30082885	30083185	+	16.2	0.952	7.000000	36.3	4.0	9.07	2.61e-22	10.61	8.24e-28	0.43
chr8-427	chr8	100689495	100689795	+	16.2	0.985	7.000000	36.3	10.0	3.63	1.67e-10	5.57	8.05e-18	0.50
chr9-196	chr9	124201989	124202289	+	16.2	0.976	9.000000	36.3	3.0	12.09	2.19e-26	7.45	3.29e-22	0.33
chr9-428	chr9	124437567	124437867	+	16.2	0.976	7.000000	36.3	5.0	7.25	3.05e-19	4.93	4.81e-16	0.43
chr9-488	chr9	134378090	134378390	+	16.2	0.976	7.000000	36.3	0.5	72.54	2.37e-53	3.57	1.20e-11	0.43
chr10-77	chr10	4853312	4853612	+	16.2	0.976	9.000000	36.3	1.0	36.27	1.02e-42	8.72	1.11e-24	0.33
chr10-230	chr10	30170863	30171163	+	16.2	0.976	7.000000	36.3	3.0	12.09	2.19e-26	14.10	1.76e-32	0.43
chr10-61	chr10	87862086	87862386	+	16.2	0.638	10.000000	36.3	4.0	9.07	2.61e-22	6.40	6.70e-20	0.33
chr10-170	chr10	90293448	90293748	+	16.2	0.976	8.000000	36.3	5.0	7.25	3.05e-19	40.17	2.55e-50	0.37
chr10-299	chr10	104315941	104316241	+	16.2	0.860	7.000000	36.3	6.0	6.04	8.20e-17	14.90	2.18e-33	0.50
chr10-45	chr10	110090107	110090407	+	16.2	0.976	11.000000	36.3	4.0	9.07	2.61e-22	30.13	2.43e-45	0.27
chr11-78	chr11	67061522	67061822	+	16.2	0.932	11.000000	36.3	2.0	18.13	2.64e-32	3.93	6.44e-13	0.27
chr12-335	chr12	29597473	29597773	+	16.2	0.976	7.000000	36.3	5.0	7.25	3.05e-19	36.82	8.25e-49	0.43
chr12-266	chr12	98813134	98813434	+	16.2	0.976	8.000000	36.3	0.5	72.54	2.37e-53	10.04	6.23e-27	0.37
chr12-190	chr12	101640970	101641270	+	16.2	0.759	9.000000	36.3	2.0	18.13	2.64e-32	10.96	2.45e-28	0.37
chr12-466	chr12	120534559	120534859	+	16.2	0.780	7.000000	36.3	7.0	5.18	8.01e-15	7.49	2.69e-22	0.50
chr12-200	chr12	122955563	122955863	+	16.2	0.980	9.000000	36.3	5.0	7.25	3.05e-19	13.13	2.72e-31	0.37
chr14-323	chr14	39201273	39201573	+	16.2	0.976	7.000000	36.3	2.0	18.13	2.64e-32	12.39	2.42e-30	0.43
chr14-361	chr14	66890169	66890469	+	16.2	0.976	7.000000	36.3	6.0	6.04	8.20e-17	69.77	5.67e-60	0.43
chr14-398	chr14	82735483	82735783	+	16.2	0.976	7.000000	36.3	2.0	18.13	2.64e-32	30.13	2.43e-45	0.43
chr14-187	chr14	104137538	104137838	+	16.2	0.982	9.000000	36.3	8.0	4.53	3.73e-13	3.58	1.10e-11	0.33
chr15-320	chr15	51829753	51830053	+	16.2	0.880	7.000000	36.3	8.0	4.53	3.73e-13	4.42	1.66e-14	0.50
chr15-360	chr15	68820925	68821225	+	16.2	0.815	7.000000	36.3	4.0	9.07	2.61e-22	4.89	6.13e-16	0.43
chr15-159	chr15	74478325	74478625	+	16.2	0.976	9.000000	36.3	6.0	6.04	8.20e-17	8.96	4.19e-25	0.33
chr15-250	chr15	79896737	79897037	+	16.2	0.814	8.000000	36.3	7.0	5.18	8.01e-15	5.12	1.37e-16	0.37
chr16-108	chr16	244518	244818	+	16.2	0.976	12.000000	36.3	8.0	4.53	3.73e-13	8.18	1.12e-23	0.25
chr16-180	chr16	10616408	10616708	+	16.2	0.694	10.000000	36.3	6.0	6.04	8.20e-17	3.71	3.76e-12	0.33
chr16-518	chr16	12024421	12024721	+	16.2	0.774	7.000000	36.3	6.0	6.04	8.20e-17	7.17	1.30e-21	0.43
chr16-557	chr16	25059780	25060080	+	16.2	0.714	7.000000	36.3	8.0	4.53	3.73e-13	7.01	2.76e-21	0.43
chr16-562	chr16	28083516	28083816	+	16.2	0.695	7.000000	36.3	7.0	5.18	8.01e-15	3.78	2.25e-12	0.60
chr16-194	chr16	28863084	28863384	+	16.2	0.755	10.000000	36.3	7.0	5.18	8.01e-15	4.21	7.82e-14	0.37
chr16-377	chr16	30912296	30912596	+	16.2	0.976	8.000000	36.3	2.0	18.13	2.64e-32	8.03	2.17e-23	0.37
chr16-269	chr16	67865575	67865875	+	16.2	0.976	9.000000	36.3	3.0	12.09	2.19e-26	7.09	1.90e-21	0.33
chr17-1444	chr17	17358112	17358412	+	16.2	0.976	7.000000	36.3	0.5	72.54	2.37e-53	18.94	2.05e-37	0.43
chr17-844	chr17	49539453	49539753	+	16.2	0.932	9.000000	36.3	6.0	6.04	8.20e-17	9.08	2.55e-25	0.33
chr17-1492	chr17	54967907	54968207	+	16.2	0.976	7.000000	36.3	3.0	12.09	2.19e-26	9.75	1.88e-26	0.50
chr17-1109	chr17	56593115	56593415	+	16.2	0.725	8.000000	36.3	5.0	7.25	3.05e-19	4.09	1.90e-13	0.43
chr17-1393	chr17	75497136	75497436	+	16.2	0.872	8.000000	36.3	2.0	18.13	2.64e-32	2.77	1.68e-08	0.43
chr17-1874	chr17	78106992	78107292	+	16.2	0.708	7.000000	36.3	0.5	72.54	2.37e-53	8.72	1.11e-24	0.50
chr19-248	chr19	3987852	3988152	+	16.2	0.953	7.000000	36.3	6.0	6.04	8.20e-17	9.40	7.10e-26	0.50
chr20-1621	chr20	31845054	31845354	+	16.2	0.930	8.000000	36.3	4.0	9.07	2.61e-22	4.67	2.83e-15	0.43
chr20-1642	chr20	45857158	45857458	+	16.2	0.631	8.000000	36.3	7.0	5.18	8.01e-15	9.02	3.27e-25	0.50
chr20-1468	chr20	50899058	50899358	+	16.2	0.976	9.000000	36.3	11.0	3.30	1.97e-09	6.14	2.92e-19	0.33
chr20-1471	chr20	51634863	51635163	+	16.2	0.727	9.000000	36.3	8.0	4.53	3.73e-13	4.05	2.53e-13	0.43
chr20-2479	chr20	59963086	59963386	+	16.2	0.976	7.000000	36.3	4.0	9.07	2.61e-22	7.41	4.02e-22	0.43
chr20-2484	chr20	61208845	61209145	+	16.2	0.952	7.000000	36.3	11.0	3.30	1.97e-09	12.51	1.69e-30	0.43
chr20-2496	chr20	62926317	62926617	+	16.2	0.977	7.000000	36.3	5.0	7.25	3.05e-19	5.69	3.92e-18	0.50
chr22-94	chr22	32997713	32998013	+	16.2	0.981	7.000000	36.3	3.0	12.09	2.19e-26	4.79	1.26e-15	0.50
chrX-56	chrX	141147816	141148116	+	16.2	0.976	9.000000	36.3	5.0	7.25	3.05e-19	21.04	3.37e-39	0.33
chr1-414	chr1	27601969	27602269	+	15.8	0.649	8.000000	35.4	2.0	17.69	4.76e-31	7.65	4.04e-22	0.43
chr1-652	chr1	43550237	43550537	+	15.8	0.976	7.000000	35.4	13.0	2.72	3.30e-07	13.91	1.68e-31	0.43
chr1-455	chr1	109688094	109688394	+	15.8	0.797	8.000000	35.4	1.0	35.38	3.66e-41	11.05	7.91e-28	0.37
chr1-339	chr1	151918501	151918801	+	15.8	0.976	9.000000	35.4	3.0	11.79	2.63e-25	13.20	1.17e-30	0.33
chr1-836	chr1	171854544	171854844	+	15.8	0.976	7.000000	35.4	4.0	8.85	2.35e-21	9.87	4.77e-26	0.43
chr1-150	chr1	175009500	175009800	+	15.8	0.957	12.000000	35.4	2.0	17.69	4.76e-31	11.55	1.60e-28	0.30
chr1-850	chr1	184337100	184337400	+	15.8	0.976	7.000000	35.4	6.0	5.90	4.94e-16	8.68	4.79e-24	0.43
chr1-851	chr1	184386390	184386690	+	15.8	0.800	7.000000	35.4	3.0	11.79	2.63e-25	6.43	1.59e-19	0.50
chr1-531	chr1	192892357	192892657	+	15.8	0.976	8.000000	35.4	2.0	17.69	4.76e-31	24.87	4.59e-41	0.37
chr1-862	chr1	197775203	197775503	+	15.8	0.750	7.000000	35.4	4.0	8.85	2.35e-21	10.43	6.55e-27	0.43
chr1-908	chr1	228197933	228198233	+	15.8	0.976	7.000000	35.4	2.0	17.69	4.76e-31	12.68	5.14e-30	0.43
chr1-381	chr1	235349491	235349791	+	15.8	0.976	9.000000	35.4	3.0	11.79	2.63e-25	16.58	2.32e-34	0.33
chr1-563	chr1	244461235	244461535	+	15.8	0.976	8.000000	35.4	9.0	3.93	3.97e-11	24.40	9.53e-41	0.37
chr2-123	chr2	9216134	9216434	+	15.8	0.976	10.000000	35.4	4.0	8.85	2.35e-21	19.02	1.29e-36	0.30
chr2-261	chr2	14566765	14567065	+	15.8	0.976	8.000000	35.4	0.5	70.77	1.71e-51	15.22	5.84e-33	0.37
chr2-267	chr2	22296615	22296915	+	15.8	0.691	8.000000	35.4	0.5	70.77	1.71e-51	13.06	1.70e-30	0.50
chr2-57	chr2	32027498	32027798	+	15.8	0.976	13.000000	35.4	6.0	5.90	4.94e-16	23.95	1.95e-40	0.23
chr2-189	chr2	44417995	44418295	+	15.8	0.976	9.000000	35.4	4.0	8.85	2.35e-21	6.60	6.75e-20	0.33
chr2-326	chr2	131105077	131105377	+	15.8	0.698	8.000000	35.4	3.0	11.79	2.63e-25	10.18	1.56e-26	0.37
chr2-215	chr2	136175749	136176049	+	15.8	0.976	9.000000	35.4	3.0	11.79	2.63e-25	7.70	3.29e-22	0.33
chr2-529	chr2	165392662	165392962	+	15.8	0.976	7.000000	35.4	1.0	35.38	3.66e-41	68.07	3.96e-58	0.43
chr2-575	chr2	215400019	215400319	+	15.8	0.976	7.000000	35.4	5.0	7.08	2.20e-18	12.81	3.57e-30	0.43
chr3-820	chr3	113696359	113696659	+	15.8	0.500	7.000000	35.4	6.0	5.90	4.94e-16	5.28	1.17e-16	0.50
chr3-891	chr3	155273170	155273470	+	15.8	0.792	7.000000	35.4	11.0	3.22	6.51e-09	6.25	4.31e-19	0.60
chr4-148	chr4	73240233	73240533	+	15.8	0.982	7.000000	35.4	3.0	11.79	2.63e-25	46.19	1.63e-51	0.50
chr6-308	chr6	37135826	37136126	+	15.8	0.548	7.000000	35.4	0.5	70.77	1.71e-51	9.51	1.84e-25	0.43
chr6-331	chr6	57749346	57749646	+	15.8	0.976	7.000000	35.4	4.0	8.85	2.35e-21	26.39	4.66e-42	0.43
chr6-208	chr6	64801875	64802175	+	15.8	0.976	8.000000	35.4	2.0	17.69	4.76e-31	19.30	7.38e-37	0.37
chr6-389	chr6	151616223	151616523	+	15.8	0.902	7.000000	35.4	3.0	11.79	2.63e-25	7.61	4.97e-22	0.43
chr7-375	chr7	12732756	12733056	+	15.8	0.957	7.000000	35.4	2.0	17.69	4.76e-31	34.95	8.82e-47	0.50
chr7-260	chr7	23622772	23623072	+	15.8	0.930	8.000000	35.4	1.0	35.38	3.66e-41	58.79	1.27e-55	0.43
chr7-400	chr7	39981716	39982016	+	15.8	0.976	7.000000	35.4	2.0	17.69	4.76e-31	49.74	8.95e-53	0.43
chr7-199	chr7	91513031	91513331	+	15.8	0.976	9.000000	35.4	2.0	17.69	4.76e-31	18.22	6.65e-36	0.33
chr7-318	chr7	131107449	131107749	+	15.8	0.711	8.000000	35.4	4.0	8.85	2.35e-21	4.04	5.36e-13	0.50
chr7-573	chr7	151013636	151013936	+	15.8	0.905	7.000000	35.4	5.0	7.08	2.20e-18	9.72	8.24e-26	0.50
chr8-432	chr8	101314834	101315134	+	15.8	0.741	7.000000	35.4	5.0	7.08	2.20e-18	2.82	1.55e-08	0.43
chr8-520	chr8	141345270	141345570	+	15.8	0.647	7.000000	35.4	5.0	7.08	2.20e-18	5.30	1.02e-16	0.50
chr8-167	chr8	143617053	143617353	+	15.8	0.592	10.000000	35.4	6.0	5.90	4.94e-16	3.50	3.99e-11	0.30
chr9-217	chr9	904796	905096	+	15.8	0.985	8.000000	35.4	4.0	8.85	2.35e-21	9.44	2.39e-25	0.43
chr9-343	chr9	37529690	37529990	+	15.8	0.976	7.000000	35.4	3.0	11.79	2.63e-25	14.53	3.26e-32	0.43
chr9-232	chr9	68484229	68484529	+	15.8	0.909	8.000000	35.4	0.5	70.77	1.71e-51	58.79	1.27e-55	0.43
chr9-176	chr9	92386838	92387138	+	15.8	0.980	9.000000	35.4	7.0	5.05	4.14e-14	18.48	3.89e-36	0.37
chr9-390	chr9	105106959	105107259	+	15.8	0.976	7.000000	35.4	5.0	7.08	2.20e-18	17.72	1.90e-35	0.43
chr9-190	chr9	109985503	109985803	+	15.8	0.619	9.000000	35.4	8.0	4.42	1.69e-12	15.22	5.84e-33	0.37
chr9-280	chr9	125984326	125984626	+	15.8	0.976	8.000000	35.4	5.0	7.08	2.20e-18	5.19	1.98e-16	0.37
chr9-288	chr9	128111456	128111756	+	15.8	0.976	8.000000	35.4	10.0	3.54	6.06e-10	4.60	9.53e-15	0.37
chr9-304	chr9	132429543	132429843	+	15.8	0.982	8.000000	35.4	10.0	3.54	6.06e-10	4.34	6.00e-14	0.43
chr9-113	chr9	133391968	133392268	+	15.8	0.976	11.000000	35.4	3.0	11.79	2.63e-25	4.99	7.07e-16	0.27
chr9-507	chr9	137129848	137130148	+	15.8	0.772	7.000000	35.4	11.0	3.22	6.51e-09	3.66	1.01e-11	0.50
chr10-146	chr10	63630299	63630599	+	15.8	0.808	8.000000	35.4	1.0	35.38	3.66e-41	9.80	6.28e-26	0.37
chr10-268	chr10	74087385	74087685	+	15.8	0.683	7.000000	35.4	4.0	8.85	2.35e-21	10.18	1.56e-26	0.43
chr10-288	chr10	99114707	99115007	+	15.8	0.976	7.000000	35.4	1.0	35.38	3.66e-41	51.73	1.92e-53	0.43
chr10-180	chr10	107137412	107137712	+	15.8	0.754	8.000000	35.4	5.0	7.08	2.20e-18	24.87	4.59e-41	0.43
chr11-264	chr11	27694404	27694704	+	15.8	0.976	7.000000	35.4	4.0	8.85	2.35e-21	58.79	1.27e-55	0.43
chr11-230	chr11	73309202	73309502	+	15.8	0.702	8.000000	35.4	4.0	8.85	2.35e-21	4.05	4.87e-13	0.43
chr12-312	chr12	990748	991048	+	15.8	0.678	7.000000	35.4	3.0	11.79	2.63e-25	15.40	3.75e-33	0.43
chr12-328	chr12	11990499	11990799	+	15.8	0.714	7.000000	35.4	1.0	35.38	3.66e-41	5.96	2.11e-18	0.43
chr12-380	chr12	52969819	52970119	+	15.8	0.980	7.000000	35.4	5.0	7.08	2.20e-18	2.87	9.21e-09	0.50
chr12-488	chr12	122752372	122752672	+	15.8	0.730	7.000000	35.4	2.0	17.69	4.76e-31	5.48	3.42e-17	0.43
chr13-72	chr13	26586886	26587186	+	15.8	0.829	8.000000	35.4	3.0	11.79	2.63e-25	11.87	5.92e-29	0.37
