# HOMER Peaks
# Peak finding parameters:
# tag directory = IP_rep2_tags
#
# total peaks = 17988
# peak size = 300
# peaks found using tags on both strands
# minimum distance between peaks = 200
# fragment length = 158
# genome size = 2000000000
# Total tags = 25730812.0
# Total tags in peaks = 1107194.0
# Approximate IP efficiency = 4.30%
# tags per bp = 0.003174
# expected tags per peak = 0.952
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 7.556326e-07
# FDR tag threshold = 9.0
# number of putative peaks = 30501
#
# input tag directory = INPUT_rep2_tags
# Fold over input required = 1.50
# Poisson p-value over input required = 1.00e-03
# Putative peaks filtered by input = 12098
#
# size of region used for local filtering = 10000
# Fold over local region required = 1.50
# Poisson p-value over local region required = 1.00e-03
# Putative peaks filtered by local signal = 414
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 1
#
# cmd = findPeaks IP_rep2_tags -style factor -F 1.5 -P 0.001 -L 1.5 -LP 0.001 -minDist 200 -size 300 -inputSize 600 -i INPUT_rep2_tags -o IP_rep2_vs_INPUT_rep2_peaks.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags (normalized to Control Experiment)	Control Tags	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr9-639	chr9	131762383	131762683	+	12.8	0.750	11.000000	9.1	2.0	4.53	2.37e-04	9.20	7.25e-21	0.88
chr9-1170	chr9	134654113	134654413	+	12.8	0.680	9.000000	9.1	2.0	4.53	2.37e-04	4.62	1.74e-12	0.99
chr9-856	chr9	135894397	135894697	+	12.8	0.771	10.000000	9.1	2.0	4.53	2.37e-04	5.03	1.81e-13	0.79
chr9-439	chr9	136400314	136400614	+	12.8	0.769	13.000000	9.1	1.0	9.05	1.13e-06	5.08	1.40e-13	0.72
chr9-1206	chr9	136838349	136838649	+	12.8	0.658	9.000000	9.1	0.5	18.10	3.26e-09	3.85	1.77e-10	0.88
chr9-877	chr9	137254002	137254302	+	12.8	0.844	10.000000	9.1	2.0	4.53	2.37e-04	3.41	3.43e-09	0.99
chr9-1218	chr9	137287247	137287547	+	12.8	0.727	9.000000	9.1	2.0	4.53	2.37e-04	6.75	5.54e-17	0.88
chr9-543	chr9	137551312	137551612	+	12.8	0.767	12.000000	9.1	2.0	4.53	2.37e-04	3.04	4.87e-08	0.72
chr10-515	chr10	80539	80839	+	12.8	0.974	9.000000	9.1	1.0	9.05	1.13e-06	5.90	2.47e-15	0.99
chr10-534	chr10	7374151	7374451	+	12.8	0.784	9.000000	9.1	1.0	9.05	1.13e-06	11.86	3.64e-24	0.99
chr10-237	chr10	24251603	24251903	+	12.8	0.789	13.000000	9.1	1.0	9.05	1.13e-06	9.12	9.34e-21	0.61
chr10-442	chr10	60139738	60140038	+	12.8	0.805	10.000000	9.1	1.0	9.05	1.13e-06	17.78	1.38e-29	0.79
chr10-446	chr10	67884901	67885201	+	12.8	0.743	10.000000	9.1	2.0	4.53	2.37e-04	4.41	5.82e-12	0.88
chr10-451	chr10	72215980	72216280	+	12.8	0.853	10.000000	9.1	2.0	4.53	2.37e-04	10.67	8.73e-23	0.79
chr10-303	chr10	77889409	77889709	+	12.8	0.750	12.000000	9.1	0.5	18.10	3.26e-09	6.97	2.23e-17	0.72
chr10-463	chr10	88990618	88990918	+	12.8	0.674	10.000000	9.1	2.0	4.53	2.37e-04	13.34	1.01e-25	0.88
chr10-464	chr10	92592261	92592561	+	12.8	0.971	10.000000	9.1	1.0	9.05	1.13e-06	5.99	1.56e-15	0.79
chr10-637	chr10	94402532	94402832	+	12.8	0.971	9.000000	9.1	1.0	9.05	1.13e-06	8.97	1.54e-20	0.99
chr10-379	chr10	97921768	97922068	+	12.8	0.971	11.000000	9.1	1.0	9.05	1.13e-06	15.69	6.76e-28	0.72
chr10-651	chr10	102056133	102056433	+	12.8	0.806	9.000000	9.1	0.5	18.10	3.26e-09	12.26	1.30e-24	0.88
chr10-496	chr10	118835655	118835955	+	12.8	0.821	10.000000	9.1	0.5	18.10	3.26e-09	9.04	1.20e-20	0.88
chr10-386	chr10	119786137	119786437	+	12.8	0.868	11.000000	9.1	0.5	18.10	3.26e-09	9.44	3.34e-21	0.79
chr10-688	chr10	122102651	122102951	+	12.8	0.882	9.000000	9.1	0.5	18.10	3.26e-09	5.93	2.12e-15	0.88
chr10-502	chr10	124895410	124895710	+	12.8	0.740	10.000000	9.1	0.5	18.10	3.26e-09	7.02	1.85e-17	0.99
chr10-702	chr10	125162447	125162747	+	12.8	0.767	9.000000	9.1	0.5	18.10	3.26e-09	5.42	2.51e-14	0.99
chr10-705	chr10	126917444	126917744	+	12.8	0.864	9.000000	9.1	0.5	18.10	3.26e-09	7.62	1.75e-18	0.99
chr11-216	chr11	18105787	18106087	+	12.8	0.767	15.000000	9.1	1.0	9.05	1.13e-06	16.67	1.03e-28	0.56
chr11-311	chr11	47552540	47552840	+	12.8	0.552	13.000000	9.1	2.0	4.53	2.37e-04	4.76	7.77e-13	0.66
chr11-673	chr11	47996896	47997196	+	12.8	0.730	9.000000	9.1	0.5	18.10	3.26e-09	15.46	1.06e-27	0.99
chr11-450	chr11	66902662	66902962	+	12.8	0.795	11.000000	9.1	0.5	18.10	3.26e-09	6.97	2.23e-17	0.72
chr11-334	chr11	67443664	67443964	+	12.8	0.921	13.000000	9.1	2.0	4.53	2.37e-04	5.83	3.34e-15	0.61
chr11-386	chr11	69444743	69445043	+	12.8	0.947	12.000000	9.1	0.5	18.10	3.26e-09	3.87	1.62e-10	0.72
chr11-763	chr11	70768973	70769273	+	12.8	0.873	9.000000	9.1	1.0	9.05	1.13e-06	7.07	1.53e-17	0.99
chr11-462	chr11	71448401	71448701	+	12.8	0.705	11.000000	9.1	1.0	9.05	1.13e-06	5.33	3.78e-14	0.79
chr11-580	chr11	72751498	72751798	+	12.8	0.886	10.000000	9.1	0.5	18.10	3.26e-09	4.46	4.22e-12	0.79
chr11-774	chr11	75351069	75351369	+	12.8	0.650	9.000000	9.1	0.5	18.10	3.26e-09	4.04	5.34e-11	0.88
chr11-784	chr11	78117421	78117721	+	12.8	0.971	9.000000	9.1	1.0	9.05	1.13e-06	17.78	1.38e-29	0.88
chr11-791	chr11	82733997	82734297	+	12.8	0.914	9.000000	9.1	1.0	9.05	1.13e-06	12.41	9.15e-25	0.88
chr11-479	chr11	102111472	102111772	+	12.8	0.861	11.000000	9.1	1.0	9.05	1.13e-06	14.04	2.09e-26	0.72
chr11-348	chr11	114315963	114316263	+	12.8	0.917	13.000000	9.1	0.5	18.10	3.26e-09	22.70	6.45e-33	0.66
chr11-808	chr11	118689747	118690047	+	12.8	0.892	9.000000	9.1	0.5	18.10	3.26e-09	8.02	3.97e-19	0.88
chr11-618	chr11	134253200	134253500	+	12.8	0.853	10.000000	9.1	0.5	18.10	3.26e-09	19.40	9.09e-31	0.79
chr12-581	chr12	2958556	2958856	+	12.8	0.685	10.000000	9.1	1.0	9.05	1.13e-06	9.44	3.34e-21	0.88
chr12-791	chr12	27244426	27244726	+	12.8	0.850	9.000000	9.1	1.0	9.05	1.13e-06	15.69	6.76e-28	0.88
chr12-399	chr12	48105765	48106065	+	12.8	0.569	12.000000	9.1	1.0	9.05	1.13e-06	5.03	1.81e-13	0.66
chr12-608	chr12	50109837	50110137	+	12.8	0.800	10.000000	9.1	0.5	18.10	3.26e-09	3.49	2.00e-09	0.79
chr12-306	chr12	51391504	51391804	+	12.8	0.675	14.000000	9.1	2.0	4.53	2.37e-04	4.48	3.79e-12	0.56
chr12-845	chr12	52004041	52004341	+	12.8	0.900	9.000000	9.1	0.5	18.10	3.26e-09	5.47	1.90e-14	0.99
chr12-876	chr12	53974623	53974923	+	12.8	0.800	9.000000	9.1	2.0	4.53	2.37e-04	4.45	4.70e-12	0.88
chr12-882	chr12	54324890	54325190	+	12.8	0.878	9.000000	9.1	0.5	18.10	3.26e-09	7.07	1.53e-17	0.99
chr12-512	chr12	63844927	63845227	+	12.8	0.925	11.000000	9.1	1.0	9.05	1.13e-06	3.88	1.48e-10	0.79
chr12-521	chr12	68808732	68809032	+	12.8	0.767	11.000000	9.1	1.0	9.05	1.13e-06	5.13	1.09e-13	0.72
chr12-936	chr12	74112173	74112473	+	12.8	0.729	9.000000	9.1	2.0	4.53	2.37e-04	11.23	1.87e-23	0.99
chr12-941	chr12	76764167	76764467	+	12.8	0.680	9.000000	9.1	2.0	4.53	2.37e-04	5.36	3.30e-14	0.99
chr12-530	chr12	89117388	89117688	+	12.8	0.667	11.000000	9.1	0.5	18.10	3.26e-09	10.16	3.76e-22	0.79
chr12-969	chr12	98643651	98643951	+	12.8	0.549	9.000000	9.1	1.0	9.05	1.13e-06	8.60	5.15e-20	0.99
chr12-981	chr12	104329610	104329910	+	12.8	0.971	9.000000	9.1	1.0	9.05	1.13e-06	16.17	2.68e-28	0.99
chr12-703	chr12	109098275	109098575	+	12.8	0.757	10.000000	9.1	0.5	18.10	3.26e-09	5.71	6.06e-15	0.79
chr12-986	chr12	109642727	109643027	+	12.8	0.750	9.000000	9.1	2.0	4.53	2.37e-04	16.67	1.03e-28	0.88
chr12-706	chr12	110468613	110468913	+	12.8	0.784	10.000000	9.1	0.5	18.10	3.26e-09	7.36	4.80e-18	0.99
chr12-712	chr12	113135793	113136093	+	12.8	0.617	10.000000	9.1	2.0	4.53	2.37e-04	4.72	9.82e-13	0.79
chr12-447	chr12	118372854	118373154	+	12.8	0.927	12.000000	9.1	1.0	9.05	1.13e-06	6.80	4.63e-17	0.72
chr12-1019	chr12	120013915	120014215	+	12.8	0.705	9.000000	9.1	0.5	18.10	3.26e-09	11.23	1.87e-23	0.99
chr12-372	chr12	122078256	122078556	+	12.8	0.905	13.000000	9.1	1.0	9.05	1.13e-06	7.26	7.11e-18	0.79
chr12-1039	chr12	122151542	122151842	+	12.8	0.641	9.000000	9.1	2.0	4.53	2.37e-04	7.41	3.94e-18	0.99
chr12-558	chr12	122225889	122226189	+	12.8	0.818	11.000000	9.1	0.5	18.10	3.26e-09	7.68	1.42e-18	0.72
chr12-1042	chr12	122678975	122679275	+	12.8	0.725	9.000000	9.1	0.5	18.10	3.26e-09	11.73	5.09e-24	0.99
chr12-739	chr12	123584800	123585100	+	12.8	0.688	10.000000	9.1	1.0	9.05	1.13e-06	6.97	2.23e-17	0.88
chr12-1057	chr12	126836019	126836319	+	12.8	0.780	9.000000	9.1	0.5	18.10	3.26e-09	13.51	6.85e-26	0.88
chr13-285	chr13	21622086	21622386	+	12.8	0.848	9.000000	9.1	0.5	18.10	3.26e-09	8.54	6.52e-20	1.13
chr13-222	chr13	30338466	30338766	+	12.8	0.950	10.000000	9.1	0.5	18.10	3.26e-09	5.74	5.23e-15	0.88
chr13-112	chr13	45311208	45311508	+	12.8	0.864	14.000000	9.1	2.0	4.53	2.37e-04	7.21	8.63e-18	0.61
chr13-338	chr13	46052686	46052986	+	12.8	0.714	9.000000	9.1	0.5	18.10	3.26e-09	5.83	3.34e-15	0.88
chr13-174	chr13	69565471	69565771	+	12.8	0.971	12.000000	9.1	0.5	18.10	3.26e-09	38.11	4.20e-40	0.66
chr13-360	chr13	73058590	73058890	+	12.8	0.794	9.000000	9.1	0.5	18.10	3.26e-09	44.46	2.93e-42	0.88
chr13-259	chr13	77327079	77327379	+	12.8	0.971	10.000000	9.1	2.0	4.53	2.37e-04	6.35	3.11e-16	0.79
chr13-263	chr13	98484805	98485105	+	12.8	0.821	10.000000	9.1	0.5	18.10	3.26e-09	8.40	1.04e-19	0.79
chr13-365	chr13	110915195	110915495	+	12.8	0.675	9.000000	9.1	1.0	9.05	1.13e-06	13.68	4.64e-26	0.88
chr13-97	chr13	113428013	113428313	+	12.8	0.971	15.000000	9.1	0.5	18.10	3.26e-09	13.34	1.01e-25	0.53
chr14-830	chr14	50883066	50883366	+	12.8	0.947	9.000000	9.1	0.5	18.10	3.26e-09	11.00	3.49e-23	0.88
chr14-844	chr14	54773313	54773613	+	12.8	0.884	9.000000	9.1	0.5	18.10	3.26e-09	8.54	6.52e-20	0.99
chr14-849	chr14	57142991	57143291	+	12.8	0.647	9.000000	9.1	0.5	18.10	3.26e-09	9.44	3.34e-21	0.99
chr14-223	chr14	64504346	64504646	+	12.8	0.597	16.000000	9.1	1.0	9.05	1.13e-06	3.38	4.30e-09	0.53
chr14-902	chr14	73633525	73633825	+	12.8	0.638	9.000000	9.1	2.0	4.53	2.37e-04	10.26	2.83e-22	0.99
chr14-905	chr14	74506350	74506650	+	12.8	0.622	9.000000	9.1	1.0	9.05	1.13e-06	6.13	8.28e-16	0.88
chr14-923	chr14	76913677	76913977	+	12.8	0.690	9.000000	9.1	2.0	4.53	2.37e-04	2.87	1.78e-07	0.99
chr14-954	chr14	93015554	93015854	+	12.8	0.714	9.000000	9.1	1.0	9.05	1.13e-06	1.92	4.54e-04	0.88
chr14-719	chr14	94423635	94423935	+	12.8	0.930	10.000000	9.1	0.5	18.10	3.26e-09	12.86	3.10e-25	0.88
chr14-978	chr14	98931562	98931862	+	12.8	0.712	9.000000	9.1	1.0	9.05	1.13e-06	5.77	4.51e-15	0.88
chr14-736	chr14	100214242	100214542	+	12.8	0.811	10.000000	9.1	2.0	4.53	2.37e-04	8.67	4.06e-20	0.88
chr14-994	chr14	100471735	100472035	+	12.8	0.857	9.000000	9.1	1.0	9.05	1.13e-06	4.72	9.82e-13	0.88
chr14-1011	chr14	102885805	102886105	+	12.8	0.886	9.000000	9.1	0.5	18.10	3.26e-09	5.96	1.82e-15	0.88
chr14-759	chr14	105001223	105001523	+	12.8	0.884	10.000000	9.1	2.0	4.53	2.37e-04	5.96	1.82e-15	0.88
chr15-584	chr15	20343754	20344054	+	12.8	0.721	10.000000	9.1	2.0	4.53	2.37e-04	2.91	1.32e-07	0.79
chr15-202	chr15	31441029	31441329	+	12.8	0.825	16.000000	9.1	0.5	18.10	3.26e-09	9.61	1.97e-21	0.53
chr15-302	chr15	34101818	34102118	+	12.8	0.824	13.000000	9.1	1.0	9.05	1.13e-06	16.17	2.68e-28	0.61
chr15-588	chr15	40039117	40039417	+	12.8	0.895	10.000000	9.1	1.0	9.05	1.13e-06	28.84	3.25e-36	0.88
chr15-303	chr15	40055253	40055553	+	12.8	0.753	13.000000	9.1	1.0	9.05	1.13e-06	6.10	9.71e-16	0.72
chr15-459	chr15	40746506	40746806	+	12.8	0.838	11.000000	9.1	1.0	9.05	1.13e-06	14.62	6.05e-27	0.72
chr15-794	chr15	50080194	50080494	+	12.8	0.609	9.000000	9.1	1.0	9.05	1.13e-06	4.70	1.10e-12	0.88
chr15-474	chr15	50981065	50981365	+	12.8	0.860	11.000000	9.1	1.0	9.05	1.13e-06	5.44	2.18e-14	0.88
chr15-833	chr15	52288884	52289184	+	12.8	0.810	9.000000	9.1	2.0	4.53	2.37e-04	2.73	5.25e-07	0.99
chr15-852	chr15	60520034	60520334	+	12.8	0.882	9.000000	9.1	0.5	18.10	3.26e-09	23.20	3.27e-33	0.88
chr15-891	chr15	69063131	69063431	+	12.8	0.872	9.000000	9.1	2.0	4.53	2.37e-04	5.50	1.65e-14	0.99
chr15-924	chr15	74202449	74202749	+	12.8	0.733	9.000000	9.1	1.0	9.05	1.13e-06	2.70	6.53e-07	0.99
chr15-694	chr15	74777674	74777974	+	12.8	0.907	10.000000	9.1	2.0	4.53	2.37e-04	3.33	5.78e-09	0.79
chr15-525	chr15	75015159	75015459	+	12.8	0.737	11.000000	9.1	2.0	4.53	2.37e-04	5.68	7.01e-15	0.72
chr15-706	chr15	77702668	77702968	+	12.8	0.611	10.000000	9.1	1.0	9.05	1.13e-06	4.99	2.32e-13	0.88
chr15-535	chr15	81001681	81001981	+	12.8	0.500	11.000000	9.1	1.0	9.05	1.13e-06	4.81	6.14e-13	0.72
chr15-725	chr15	82986031	82986331	+	12.8	0.773	10.000000	9.1	0.5	18.10	3.26e-09	7.11	1.27e-17	0.88
chr15-1045	chr15	90265706	90266006	+	12.8	0.912	9.000000	9.1	2.0	4.53	2.37e-04	5.20	7.35e-14	0.88
chr15-558	chr15	90954653	90954953	+	12.8	0.786	11.000000	9.1	1.0	9.05	1.13e-06	3.28	8.31e-09	0.72
chr15-744	chr15	91047529	91047829	+	12.8	0.921	10.000000	9.1	1.0	9.05	1.13e-06	6.17	7.06e-16	0.88
chr15-745	chr15	91627625	91627925	+	12.8	0.759	10.000000	9.1	1.0	9.05	1.13e-06	4.64	1.55e-12	0.88
chr15-438	chr15	91852628	91852928	+	12.8	0.475	12.000000	9.1	1.0	9.05	1.13e-06	6.10	9.71e-16	0.66
chr15-1059	chr15	92188152	92188452	+	12.8	0.786	9.000000	9.1	1.0	9.05	1.13e-06	8.82	2.51e-20	0.88
chr15-1070	chr15	95888015	95888315	+	12.8	0.971	9.000000	9.1	0.5	18.10	3.26e-09	11.11	2.56e-23	0.88
chr16-815	chr16	370496	370796	+	12.8	0.886	10.000000	9.1	1.0	9.05	1.13e-06	5.77	4.51e-15	0.79
chr16-556	chr16	636359	636659	+	12.8	0.674	12.000000	9.1	2.0	4.53	2.37e-04	3.97	8.55e-11	0.72
chr16-841	chr16	2673686	2673986	+	12.8	0.620	10.000000	9.1	0.5	18.10	3.26e-09	8.02	3.97e-19	0.79
chr16-696	chr16	3149614	3149914	+	12.8	0.794	11.000000	9.1	0.5	18.10	3.26e-09	2.99	7.14e-08	0.72
chr16-699	chr16	3305210	3305510	+	12.8	0.608	11.000000	9.1	1.0	9.05	1.13e-06	4.64	1.55e-12	0.88
chr16-702	chr16	3723529	3723829	+	12.8	0.971	11.000000	9.1	2.0	4.53	2.37e-04	11.47	9.82e-24	0.72
chr16-1113	chr16	3868942	3869242	+	12.8	0.806	9.000000	9.1	0.5	18.10	3.26e-09	4.72	9.82e-13	0.88
chr16-708	chr16	5033678	5033978	+	12.8	0.757	11.000000	9.1	2.0	4.53	2.37e-04	5.80	3.89e-15	0.72
chr16-1172	chr16	14655992	14656292	+	12.8	0.941	9.000000	9.1	1.0	9.05	1.13e-06	10.36	2.12e-22	0.88
chr16-593	chr16	22383476	22383776	+	12.8	0.718	12.000000	9.1	2.0	4.53	2.37e-04	10.89	4.76e-23	0.66
chr16-598	chr16	25111501	25111801	+	12.8	0.618	12.000000	9.1	1.0	9.05	1.13e-06	5.26	5.64e-14	0.66
chr16-304	chr16	29862987	29863287	+	12.8	0.702	17.000000	9.1	1.0	9.05	1.13e-06	4.92	3.36e-13	0.49
chr16-743	chr16	29925902	29926202	+	12.8	0.643	11.000000	9.1	1.0	9.05	1.13e-06	4.00	7.10e-11	0.72
chr16-1242	chr16	30571161	30571461	+	12.8	0.769	9.000000	9.1	1.0	9.05	1.13e-06	4.48	3.79e-12	0.88
chr16-1267	chr16	53099476	53099776	+	12.8	0.783	9.000000	9.1	0.5	18.10	3.26e-09	13.51	6.85e-26	0.99
chr16-1274	chr16	57392876	57393176	+	12.8	0.971	9.000000	9.1	0.5	18.10	3.26e-09	13.34	1.01e-25	0.88
chr16-620	chr16	66278108	66278408	+	12.8	0.773	12.000000	9.1	2.0	4.53	2.37e-04	11.73	5.09e-24	0.72
chr16-406	chr16	68245108	68245408	+	12.8	0.645	15.000000	9.1	1.0	9.05	1.13e-06	4.64	1.55e-12	0.66
chr16-1290	chr16	68310785	68311085	+	12.8	0.745	9.000000	9.1	1.0	9.05	1.13e-06	5.62	9.37e-15	0.99
chr16-409	chr16	75265957	75266257	+	12.8	0.829	15.000000	9.1	1.0	9.05	1.13e-06	3.15	2.21e-08	0.56
chr16-973	chr16	82169837	82170137	+	12.8	0.875	10.000000	9.1	1.0	9.05	1.13e-06	4.87	4.28e-13	0.88
chr16-982	chr16	85251423	85251723	+	12.8	0.943	10.000000	9.1	0.5	18.10	3.26e-09	3.76	3.28e-10	0.79
chr16-1382	chr16	87160512	87160812	+	12.8	0.812	9.000000	9.1	1.0	9.05	1.13e-06	4.94	2.97e-13	0.99
chr16-793	chr16	87240846	87241146	+	12.8	0.667	11.000000	9.1	1.0	9.05	1.13e-06	5.71	6.06e-15	0.79
chr16-662	chr16	89560361	89560661	+	12.8	0.574	12.000000	9.1	2.0	4.53	2.37e-04	2.96	9.16e-08	0.72
chr16-810	chr16	89827093	89827393	+	12.8	0.892	11.000000	9.1	2.0	4.53	2.37e-04	4.07	4.41e-11	0.79
chr17-3429	chr17	320834	321134	+	12.8	0.800	9.000000	9.1	1.0	9.05	1.13e-06	8.15	2.56e-19	0.88
chr17-3449	chr17	5583986	5584286	+	12.8	0.706	9.000000	9.1	0.5	18.10	3.26e-09	7.57	2.15e-18	1.13
chr17-2681	chr17	7239541	7239841	+	12.8	0.727	11.000000	9.1	1.0	9.05	1.13e-06	3.28	8.31e-09	0.88
chr17-3028	chr17	7350962	7351262	+	12.8	0.652	10.000000	9.1	1.0	9.05	1.13e-06	4.46	4.22e-12	0.79
chr17-2374	chr17	7351410	7351710	+	12.8	0.508	12.000000	9.1	0.5	18.10	3.26e-09	4.15	2.71e-11	0.66
chr17-2693	chr17	17840367	17840667	+	12.8	0.714	11.000000	9.1	0.5	18.10	3.26e-09	4.92	3.36e-13	0.79
chr17-3049	chr17	22540613	22540913	+	12.8	0.971	10.000000	9.1	1.0	9.05	1.13e-06	106.70	1.28e-54	0.79
chr17-3058	chr17	29078602	29078902	+	12.8	0.787	10.000000	9.1	0.5	18.10	3.26e-09	10.56	1.18e-22	0.79
chr17-3071	chr17	40540975	40541275	+	12.8	0.733	10.000000	9.1	1.0	9.05	1.13e-06	8.02	3.97e-19	0.79
chr17-3510	chr17	44689514	44689814	+	12.8	0.694	9.000000	9.1	0.5	18.10	3.26e-09	12.55	6.41e-25	0.88
chr17-2405	chr17	47649180	47649480	+	12.8	0.846	12.000000	9.1	1.0	9.05	1.13e-06	8.75	3.20e-20	0.66
chr17-2715	chr17	47969470	47969770	+	12.8	0.667	11.000000	9.1	1.0	9.05	1.13e-06	3.26	9.59e-09	0.79
chr17-3653	chr17	59565762	59566062	+	12.8	0.943	9.000000	9.1	2.0	4.53	2.37e-04	3.69	5.03e-10	0.88
chr17-3858	chr17	63585521	63585821	+	12.8	0.842	9.000000	9.1	1.0	9.05	1.13e-06	7.16	1.05e-17	0.88
chr17-2630	chr17	67491085	67491385	+	12.8	0.932	12.000000	9.1	0.5	18.10	3.26e-09	4.85	4.83e-13	0.72
chr17-3913	chr17	68356559	68356859	+	12.8	0.765	9.000000	9.1	2.0	4.53	2.37e-04	5.28	4.94e-14	1.13
chr17-3379	chr17	74759907	74760207	+	12.8	0.667	10.000000	9.1	2.0	4.53	2.37e-04	3.07	4.01e-08	0.88
chr17-2655	chr17	76726342	76726642	+	12.8	0.481	12.000000	9.1	2.0	4.53	2.37e-04	6.75	5.54e-17	0.72
chr17-3986	chr17	81163557	81163857	+	12.8	0.971	9.000000	9.1	1.0	9.05	1.13e-06	7.57	2.15e-18	0.88
chr17-2361	chr17	81977056	81977356	+	12.8	0.627	13.000000	9.1	2.0	4.53	2.37e-04	6.59	1.12e-16	0.66
chr17-1694	chr17	81977514	81977814	+	12.8	0.660	16.000000	9.1	1.0	9.05	1.13e-06	6.47	1.88e-16	0.53
chr17-3416	chr17	82247861	82248161	+	12.8	0.973	10.000000	9.1	2.0	4.53	2.37e-04	7.90	6.13e-19	0.88
chr17-3419	chr17	82840611	82840911	+	12.8	0.857	10.000000	9.1	1.0	9.05	1.13e-06	5.39	2.88e-14	0.88
chr17-4011	chr17	83191233	83191533	+	12.8	0.936	9.000000	9.1	2.0	4.53	2.37e-04	2.01	2.14e-04	0.99
chr18-72	chr18	5237653	5237953	+	12.8	0.868	11.000000	9.1	0.5	18.10	3.26e-09	17.49	2.31e-29	0.79
chr18-95	chr18	10122337	10122637	+	12.8	0.914	10.000000	9.1	0.5	18.10	3.26e-09	13.17	1.47e-25	0.79
chr19-279	chr19	4042726	4043026	+	12.8	0.762	13.000000	9.1	1.0	9.05	1.13e-06	10.67	8.73e-23	0.61
chr19-512	chr19	7618923	7619223	+	12.8	0.774	10.000000	9.1	0.5	18.10	3.26e-09	5.65	8.11e-15	0.99
chr19-698	chr19	11423031	11423331	+	12.8	0.806	9.000000	9.1	0.5	18.10	3.26e-09	5.77	4.51e-15	0.88
chr19-524	chr19	11924958	11925258	+	12.8	0.756	10.000000	9.1	1.0	9.05	1.13e-06	12.12	1.84e-24	0.79
chr19-435	chr19	14353298	14353598	+	12.8	0.786	11.000000	9.1	2.0	4.53	2.37e-04	7.07	1.53e-17	0.79
chr19-292	chr19	15125572	15125872	+	12.8	0.737	13.000000	9.1	1.0	9.05	1.13e-06	5.53	1.44e-14	0.79
chr19-739	chr19	17932446	17932746	+	12.8	0.649	9.000000	9.1	1.0	9.05	1.13e-06	5.33	3.78e-14	0.99
chr19-563	chr19	33906234	33906534	+	12.8	0.810	10.000000	9.1	1.0	9.05	1.13e-06	8.15	2.56e-19	0.88
chr19-374	chr19	39997197	39997497	+	12.8	0.571	12.000000	9.1	1.0	9.05	1.13e-06	9.53	2.57e-21	0.79
chr19-456	chr19	40577029	40577329	+	12.8	0.679	11.000000	9.1	1.0	9.05	1.13e-06	6.35	3.11e-16	0.88
chr19-462	chr19	42244719	42245019	+	12.8	0.723	11.000000	9.1	0.5	18.10	3.26e-09	3.82	2.12e-10	0.79
chr19-389	chr19	48638164	48638464	+	12.8	0.829	12.000000	9.1	0.5	18.10	3.26e-09	6.43	2.23e-16	0.66
chr19-857	chr19	53499439	53499739	+	12.8	0.912	9.000000	9.1	0.5	18.10	3.26e-09	16.42	1.67e-28	0.88
chr19-401	chr19	53887744	53888044	+	12.8	0.825	12.000000	9.1	1.0	9.05	1.13e-06	8.60	5.15e-20	0.66
chr19-274	chr19	57240477	57240777	+	12.8	0.745	14.000000	9.1	1.0	9.05	1.13e-06	8.82	2.51e-20	0.61
chr20-3207	chr20	23349925	23350225	+	12.8	0.762	12.000000	9.1	2.0	4.53	2.37e-04	4.68	1.24e-12	0.72
chr20-4628	chr20	33477596	33477896	+	12.8	0.786	9.000000	9.1	0.5	18.10	3.26e-09	7.41	3.94e-18	0.88
chr20-2433	chr20	44531713	44532013	+	12.8	0.745	15.000000	9.1	1.0	9.05	1.13e-06	5.56	1.25e-14	0.56
chr20-4142	chr20	48311075	48311375	+	12.8	0.418	10.000000	9.1	1.0	9.05	1.13e-06	2.03	1.70e-04	0.79
chr20-2323	chr20	49979204	49979504	+	12.8	0.562	16.000000	9.1	2.0	4.53	2.37e-04	2.86	1.89e-07	0.53
chr20-4256	chr20	50260657	50260957	+	12.8	0.886	10.000000	9.1	1.0	9.05	1.13e-06	4.10	3.64e-11	0.88
chr20-3771	chr20	51307314	51307614	+	12.8	0.771	11.000000	9.1	2.0	4.53	2.37e-04	4.14	2.99e-11	0.72
chr20-4934	chr20	51790759	51791059	+	12.8	0.653	9.000000	9.1	1.0	9.05	1.13e-06	2.91	1.32e-07	0.99
chr20-3917	chr20	57399703	57400003	+	12.8	0.623	11.000000	9.1	1.0	9.05	1.13e-06	2.26	2.50e-05	0.72
chr20-5161	chr20	57686791	57687091	+	12.8	0.651	9.000000	9.1	0.5	18.10	3.26e-09	2.64	1.05e-06	0.99
chr20-5205	chr20	58550873	58551173	+	12.8	0.814	9.000000	9.1	2.0	4.53	2.37e-04	2.83	2.39e-07	0.88
chr20-4519	chr20	61668474	61668774	+	12.8	0.690	10.000000	9.1	0.5	18.10	3.26e-09	10.36	2.12e-22	0.88
chr20-3957	chr20	62641919	62642219	+	12.8	0.592	11.000000	9.1	2.0	4.53	2.37e-04	2.70	6.53e-07	0.72
